"WORD","HITS"
"god","6"
"grrr","1"
"haw","1"
"hee","1"
"hidden","8"
"hiss","1"
"join","12"
"meow","2"
"moo","2"
"mouses","1"
"neigh","2"
"oink","2"
"owl","5"
"pawooo","1"
"pawoooo","1"
"quack","2"
"ribbit","1"
"roaar","1"
"soup","14"
"squeak","1"
"tweet","2"
"whooo","1"
"wing","1"
"woof","2"
"abcwolf","1"
"admire","1"
"aggressive","1"
"ai","4"
"amazon","1"
"arctic","2"
"associate","4"
"association","5"
"atta","1"
"baby","12"
"barks","2"
"bd","1"
"bears","3"
"bmouse","1"
"bugs","2"
"bunny","2"
"carmen","2"
"carrots","7"
"centimetres","1"
"cheetah","2"
"cool","6"
"dangerous","9"
"def","5"
"dlion","1"
"dogs","10"
"dumbo","2"
"eats","10"
"explore","9"
"fingers","7"
"friend","16"
"gcat","1"
"gh","1"
"ghi","4"
"giraffes","3"
"goat","4"
"guepard","1"
"guepards","1"
"hates","2"
"hb","1"
"hibernate","1"
"holes","2"
"horses","8"
"hunt","4"
"ic","1"
"ice","14"
"image","8"
"independent","4"
"jungle","6"
"kilo","1"
"love","20"
"mammal","3"
"mammals","4"
"memory","34"
"mice","5"
"mickey","1"
"mustn","1"
"natural","5"
"neck","9"
"oahorsebe","1"
"oi","2"
"omnivores","1"
"pegasus","1"
"people","33"
"peña","1"
"piranha","1"
"piranhas","1"
"prefer","4"
"protect","3"
"rectangle","29"
"river","9"
"rp","3"
"runs","4"
"sd","1"
"seals","3"
"snow","11"
"special","7"
"spider","6"
"spiderk","1"
"spiders","3"
"stripes","3"
"suitable","4"
"tallest","4"
"test","9"
"tigers","4"
"true","18"
"type","9"
"venom","1"
"wait","4"
"walruses","1"
"weigh","1"
"whales","5"
"whiskers","2"
"wolf","7"
"wordsearch","6"
"zebra","7"
"agujeros","2"
"allow","1"
"allows","3"
"answer","17"
"appetizer","1"
"aprendre","2"
"arrow","13"
"asociamos","1"
"associem","1"
"automat","1"
"autora","3"
"banquette","1"
"bar","2"
"basic","3"
"bistro","1"
"blade","1"
"bowl","4"
"brasserie","1"
"brought","8"
"buffet","1"
"business","3"
"cafeteria","1"
"café","3"
"canteen","3"
"carhop","1"
"cars","5"
"cfgs","1"
"champagne","3"
"clica","5"
"clicar","1"
"clik","3"
"closest","1"
"cm","6"
"colocación","1"
"comer","3"
"completa","8"
"correcta","7"
"correspon","1"
"corresponde","2"
"corresponden","2"
"countries","16"
"create","2"
"crockery","3"
"customer","1"
"customers","1"
"cutlery","2"
"cèlia","2"
"cómo","2"
"debe","3"
"decide","6"
"decidir","1"
"define","3"
"defined","2"
"definen","1"
"definiciones","1"
"definició","1"
"definición","2"
"definim","1"
"denominan","1"
"depend","1"
"describe","1"
"descriu","1"
"designan","1"
"dessert","4"
"diferentes","4"
"direction","2"
"dishes","2"
"drinks","7"
"drive","10"
"duró","2"
"easy","18"
"edge","2"
"elementos","3"
"eliminado","1"
"encabo","2"
"error","1"
"escoger","1"
"escola","5"
"escoltem","1"
"escribiremos","1"
"escucha","5"
"escuchamos","1"
"escuchar","3"
"está","7"
"evaluación","17"
"exactly","3"
"example","6"
"explica","1"
"extraído","1"
"extreme","1"
"faces","3"
"falsas","1"
"false","18"
"falses","2"
"finally","5"
"flute","3"
"folded","2"
"follow","4"
"fork","5"
"forks","1"
"format","1"
"fun","10"
"general","4"
"generally","2"
"genèric","1"
"genérico","1"
"genéricos","1"
"glass","8"
"glasses","7"
"glassware","1"
"goblet","2"
"going","13"
"guest","1"
"hear","13"
"hoteleria","2"
"ii","7"
"inch","1"
"includes","1"
"ins","2"
"instructions","1"
"joint","3"
"knife","7"
"knives","2"
"laid","1"
"leaving","1"
"leer","5"
"left","16"
"linen","1"
"llegir","1"
"localitzar","1"
"localizar","2"
"luego","2"
"lugar","3"
"lunch","14"
"mark","7"
"mateix","2"
"mesa","2"
"microphone","2"
"mismo","1"
"missing","9"
"napkin","3"
"necesitan","1"
"nom","8"
"nombre","11"
"noms","5"
"objetos","2"
"obtendremos","1"
"obté","1"
"opción","3"
"oraciones","1"
"oracions","1"
"orden","3"
"orders","1"
"org","3"
"palabra","6"
"palabras","12"
"panel","3"
"parar","5"
"parem","1"
"parked","1"
"parlor","1"
"person","15"
"pioneered","1"
"pizza","8"
"pizzeria","1"
"placing","1"
"plate","6"
"plates","2"
"plenty","1"
"pointing","2"
"pone","5"
"ponemos","1"
"poner","3"
"position","4"
"positioned","1"
"pot","4"
"practica","1"
"practican","1"
"preposiciones","1"
"products","4"
"pronunciación","3"
"provided","1"
"purchase","1"
"question","7"
"qué","5"
"refectory","1"
"remain","3"
"resposta","5"
"respuesta","4"
"restauració","1"
"restaurantes","1"
"road","4"
"roadhouse","1"
"screen","8"
"se","19"
"seleccionarse","1"
"served","1"
"server","1"
"service","2"
"servicio","1"
"set","7"
"setting","2"
"shape","4"
"side","5"
"situació","2"
"smallest","6"
"snack","2"
"space","7"
"spoon","5"
"spread","1"
"start","19"
"states","8"
"tablecloth","3"
"tablesetting","1"
"tablespoon","1"
"tableware","2"
"taula","2"
"terme","1"
"texto","7"
"throughs","2"
"tipos","2"
"top","12"
"turisme","2"
"types","5"
"término","2"
"términos","2"
"underneath","1"
"united","12"
"usage","1"
"utensilios","1"
"utensilis","1"
"utensils","2"
"utilitzem","1"
"varios","1"
"verdaderas","1"
"verdaderes","1"
"vocabulary","7"
"volem","1"
"ways—","1"
"wikipedia","2"
"will","17"
"wine","5"
"working","5"
"worry","4"
"asociar","6"
"blanks","14"
"breakast","1"
"cereal","3"
"cerealbowl","1"
"chairs","3"
"china","11"
"cleaning","4"
"cloth","6"
"collocations","1"
"combinación","1"
"combination","2"
"combined","1"
"compounds","1"
"comprender","1"
"compuestas","1"
"cover","1"
"cup","7"
"cupandsaucer","1"
"cutting","2"
"described","2"
"describen","1"
"descriuen","1"
"descubrir","1"
"designa","1"
"dishware","1"
"double","5"
"drag","3"
"drinking","6"
"eating","9"
"elemento","1"
"enla","1"
"escribir","10"
"escriure","8"
"escuchan","1"
"estos","7"
"etalpedis","1"
"exchange","2"
"formar","7"
"fotografiado","1"
"funcionan","1"
"game","28"
"hallar","1"
"helps","6"
"inglés","11"
"jug","2"
"lips","2"
"lleva","3"
"lwobragus","1"
"matching","1"
"milkjug","1"
"objeto","2"
"oración","3"
"ordenar","13"
"panels","1"
"piece","4"
"pieces","7"
"pour","2"
"putting","3"
"ready","9"
"refers","2"
"rompecabezas","5"
"saucer","2"
"search","4"
"serve","3"
"serving","1"
"sideplate","1"
"simple","11"
"steady","1"
"sugarbowl","1"
"teacup","1"
"teapot","4"
"termes","1"
"terms","1"
"trobar","4"
"understand","6"
"ver","6"
"written","6"
"belong","5"
"better","15"
"brilliant","3"
"brother","19"
"castellano","4"
"doctor","7"
"eliseo","6"
"estas","6"
"estáis","1"
"están","1"
"estás","1"
"family","18"
"father","24"
"flowers","14"
"formas","4"
"forms","6"
"frase","7"
"gardener","3"
"genius","3"
"george","8"
"girl","6"
"girls","6"
"grandfather","9"
"grandmother","8"
"hero","1"
"huecos","6"
"identificar","5"
"intelligent","8"
"isn","20"
"john","16"
"llenar","2"
"mary","11"
"mjb","5"
"mother","21"
"nestor","1"
"nice","18"
"pasar","1"
"paul","9"
"personal","2"
"personas","3"
"peter","13"
"photograph","1"
"plural","5"
"portada","4"
"pron","1"
"pronouns","4"
"pronuntiation","1"
"puzle","4"
"rate","1"
"relax","3"
"romero","1"
"rompecabeza","1"
"singular","9"
"sister","15"
"somose","1"
"spanish","17"
"student","8"
"students","5"
"subjects","2"
"sujetos","2"
"terrier","1"
"traduccion","1"
"traducciones","1"
"translation","3"
"tres","9"
"unir","5"
"vb","1"
"verbo","10"
"vidal","6"
"writing","6"
"author","3"
"bill","3"
"carle","1"
"children","25"
"colour","13"
"cristina","2"
"eric","1"
"excelent","6"
"gold","5"
"junior","1"
"júlia","1"
"madeline","1"
"martin","1"
"mckormick","1"
"owasagara","1"
"purple","15"
"santamaria","1"
"tale","1"
"voice","4"
"animales","5"
"añez","1"
"bayetto","1"
"buterfly","1"
"butterfly","2"
"caracol","1"
"caterpillar","2"
"ciempies","1"
"dyb","1"
"empezar","2"
"flecha","6"
"garrido","1"
"haz","4"
"ladybird","2"
"lechuga","1"
"letras","11"
"llar","1"
"mariposa","1"
"mariquita","1"
"mónica","1"
"pi","2"
"rafael","1"
"ranez@educa","1"
"rigth","2"
"robot","3"
"ter","1"
"voz","4"
"actor","3"
"actors","1"
"amazing","1"
"badly","1"
"balls","2"
"books","8"
"brazil","2"
"brilliantly","1"
"cadiz","1"
"capital","5"
"carnival","1"
"category","2"
"celebrate","5"
"classical","1"
"clues","3"
"competition","3"
"confetti","1"
"considerate","1"
"costumes","3"
"country","13"
"crazily","1"
"created","4"
"crodri","1"
"custome","1"
"dancer","5"
"dancing","5"
"designer","1"
"elegant","2"
"enjoy","8"
"environmental","1"
"escollir","1"
"estalella","1"
"facts","3"
"firstly","1"
"full","11"
"gaudir","1"
"graells","1"
"groups","5"
"guanyador","1"
"hide","5"
"homework","4"
"horribly","1"
"images","5"
"italian","8"
"italy","12"
"janeiro","1"
"jigsaw","4"
"jobs","7"
"jokes","3"
"laugh","8"
"makeup","1"
"mask","1"
"masks","2"
"melody","1"
"money","13"
"moving","3"
"music","17"
"niaps","1"
"organize","2"
"parade","2"
"parades","2"
"party","5"
"politicians","1"
"premi","1"
"prize","3"
"problems","4"
"queen","7"
"reulb","1"
"rhymes","1"
"rhythm","1"
"rio","2"
"riodejaneiro","1"
"ritme","1"
"rodríguez","1"
"seaside","1"
"secondly","2"
"silver","3"
"singer","9"
"singers","2"
"situated","2"
"sn","7"
"society","2"
"songs","5"
"speakers","3"
"streamers","1"
"streets","3"
"tradition","4"
"trip","6"
"venice","1"
"viatge","2"
"wear","9"
"whistle","2"
"wig","1"
"win","1"
"winner","5"
"wins","1"
"wolley","1"
"wow","1"
"xx","1"
"accepted","1"
"account","1"
"albert","2"
"alonso","1"
"angel","2"
"antomime","1"
"balda","1"
"bauble","1"
"baubles","2"
"began","10"
"believed","3"
"beneath","2"
"berries","1"
"berry","1"
"board","9"
"bolda","1"
"borrowed","1"
"box","11"
"boxing","3"
"breaks","2"
"brightly","1"
"bring","9"
"britain","11"
"british","6"
"cane","2"
"carol","3"
"celebrations","1"
"century","4"
"charm","1"
"chemical","1"
"chimney","4"
"christmas","15"
"circle","9"
"clay","1"
"coins","5"
"coloured","1"
"container","2"
"contents","2"
"copied","1"
"cottages","1"
"cracker","4"
"crackers","4"
"crackerse","1"
"cried","2"
"crossing","3"
"custom","3"
"dark","7"
"dates","6"
"decorate","5"
"decorated","2"
"decorations","1"
"demons","1"
"didn","7"
"elena","1"
"elf","2"
"ends","5"
"erries","1"
"europeans","1"
"eve","6"
"evergreens","1"
"fairy","2"
"families","2"
"farms","2"
"figures","3"
"fireplace","3"
"flights","1"
"free","5"
"friga","1"
"games","12"
"germany","11"
"ghosts","4"
"gifts","2"
"goblins","1"
"godmother","1"
"gonzález","4"
"hats","4"
"heard","3"
"holds","1"
"holiday","5"
"holly","3"
"households","1"
"husband","6"
"increasingly","1"
"inside","9"
"integral","1"
"introduced","2"
"issed","1"
"istletoe","1"
"kiss","6"
"kissed","1"
"kissing","1"
"leaves","13"
"lent","4"
"life","12"
"limit","1"
"lm","2"
"magical","1"
"magician","1"
"middle","6"
"mistletoe","2"
"myths","1"
"neighbour","3"
"nights","2"
"nineteenth","4"
"norse","1"
"northern","5"
"nowadays","5"
"obligatory","1"
"ooden","1"
"open","12"
"oxing","1"
"pantomime","1"
"paper","14"
"plant","4"
"poor","7"
"pop","4"
"popular","2"
"powers","1"
"presents","10"
"prince","3"
"pudding","4"
"pull","4"
"pulling","2"
"pulls","2"
"racker","1"
"reading","12"
"reaks","1"
"realizado","1"
"reindeer","6"
"removed","1"
"rested","1"
"roots","2"
"sales","2"
"screaming","1"
"seriously","1"
"share","2"
"spiky","1"
"sprig","2"
"stand","8"
"star","14"
"stocking","6"
"stores","2"
"storms","1"
"strip","2"
"struck","1"
"tears","1"
"tinsel","3"
"tinsell","1"
"traditional","4"
"traditionally","1"
"traditions","2"
"tube","2"
"turkey","8"
"twisted","1"
"uk","3"
"ull","2"
"unwrap","1"
"vampires","1"
"variety","1"
"victoria’s","1"
"voices","1"
"vowed","1"
"watch","22"
"werewolves","1"
"winds","2"
"witch","7"
"witches","5"
"wolfmen","1"
"wolvesmen","1"
"wooden","1"
"wreath","3"
"xmas","3"
"appear","5"
"ar","5"
"baublessyteen","1"
"bell","5"
"birthday","6"
"bonnie","1"
"candle","6"
"carols","4"
"chrismas","1"
"crackeriioee","1"
"cristmas","1"
"dear","6"
"decorating","1"
"disorder","2"
"ew","2"
"fireworks","2"
"fordward","1"
"fsppr","1"
"hanging","1"
"hearin","1"
"horaeriding","1"
"ki","1"
"lanternl","1"
"light","16"
"lr","2"
"muzás","1"
"noise","6"
"nougat","1"
"nougatcake","1"
"olatz","1"
"original","1"
"oñate","1"
"paragraphs","6"
"presentsingsf","1"
"ra","2"
"riddle","3"
"riddles","2"
"round","9"
"rst","2"
"shorbread","1"
"shortbread","1"
"skadeboarding","1"
"sky","10"
"tahrr","1"
"tekcornrrss","1"
"throw","2"
"treebnn","1"
"village","4"
"years","15"
